"","Kilometres","Zone","Bonus","Make","Insured","Claims","Payment"
"696","3","1","3","6",318.69,21,162284
"697","3","1","3","7",5273.43,500,2600045
"698","3","1","4","1",597.21,55,213704
"699","3","1","4","2",129.44,7,47589
"700","3","1","4","3",94.8,9,47251
"701","3","1","4","4",182.93,12,59369
"702","3","1","4","5",111.64,11,20942
"703","3","1","4","6",263.94,9,44772
"704","3","1","4","7",4843.34,419,1733756
"705","3","1","5","1",779.53,55,232521
"706","3","1","5","2",157.99,13,31952
"707","3","1","5","3",137.19,6,50067
"708","3","1","5","4",156.34,11,18221
"709","3","1","5","5",149.71,15,32164
"710","3","1","5","6",295.12,13,59509
"711","3","1","5","7",5534.87,373,1655933
"712","3","1","6","1",1557.98,107,435444
"713","3","1","6","2",329.74,29,133272
"714","3","1","6","3",320.71,13,150031
"715","3","1","6","4",210.91,4,15193
"716","3","1","6","5",336.02,30,194477
"717","3","1","6","6",576.63,24,137963
"718","3","1","6","7",10132.3,636,3150720
"719","3","1","7","1",8009.92,390,1992027
"720","3","1","7","2",1407.85,67,332194
"721","3","1","7","3",1538.74,49,397236
"722","3","1","7","4",806,31,209824
"723","3","1","7","5",1380.85,83,398103
"724","3","1","7","6",2848.53,111,493340
"725","3","1","7","7",46275.83,2215,10692912
"726","3","2","1","1",679.46,113,582788
"727","3","2","1","2",98.43,22,91135
"728","3","2","1","3",60.48,11,90425
"729","3","2","1","4",434.05,45,153794
"730","3","2","1","5",211.77,34,255298
"731","3","2","1","6",516.01,51,253258
"732","3","2","1","7",7328.91,1178,5198773
"733","3","2","2","1",638.08,83,350944
"734","3","2","2","2",117.12,19,141774
"735","3","2","2","3",52.69,11,58588
"736","3","2","2","4",408.69,22,136288
"737","3","2","2","5",168.09,33,150740
"738","3","2","2","6",523.36,22,100822
"739","3","2","2","7",6673.84,579,2557280
"740","3","2","3","1",687.29,60,382872
"741","3","2","3","2",111.63,11,55353
"742","3","2","3","3",68.91,5,7480
"743","3","2","3","4",294.06,14,88500
"744","3","2","3","5",154.39,20,42607
"745","3","2","3","6",446.83,25,116227
"746","3","2","3","7",5952.08,464,1930757
"747","3","2","4","1",661.35,50,257851
"748","3","2","4","2",139.58,15,29492
"749","3","2","4","3",67.99,3,4835
"750","3","2","4","4",198.46,6,11144
"751","3","2","4","5",151.85,10,18943
"752","3","2","4","6",390.18,15,37755
"753","3","2","4","7",5470.05,354,1739352
"754","3","2","5","1",848.62,70,265184
"755","3","2","5","2",204.12,19,116076
"756","3","2","5","3",129.16,6,20054
"757","3","2","5","4",149.52,7,40010
"758","3","2","5","5",214.27,14,21497
"759","3","2","5","6",431.35,18,89520
"760","3","2","5","7",6500.71,357,1473429
"761","3","2","6","1",1741.3,99,502889
"762","3","2","6","2",358.55,22,108381
"763","3","2","6","3",286.92,14,49960
"764","3","2","6","4",192.9,7,11847
"765","3","2","6","5",398.56,21,135284
"766","3","2","6","6",710.28,32,75776
"767","3","2","6","7",11462,643,3082485
"768","3","2","7","1",9358.84,359,2466406
"769","3","2","7","2",2021.95,107,520377
"770","3","2","7","3",1795.27,53,328548
"771","3","2","7","4",859.65,23,95241
"772","3","2","7","5",1856.01,77,323882
"773","3","2","7","6",3817.88,96,503384
"774","3","2","7","7",56954.58,2188,10503115
"775","3","3","1","1",703.88,120,547349
"776","3","3","1","2",88.45,10,20304
"777","3","3","1","3",39.68,3,5422
"778","3","3","1","4",461.44,33,121470
"779","3","3","1","5",209.99,53,234736
"780","3","3","1","6",633.85,52,241224
"781","3","3","1","7",7470.18,1019,4464493
"782","3","3","2","1",700.59,74,286946
"783","3","3","2","2",96.84,7,20675
"784","3","3","2","3",44.37,1,31442
"785","3","3","2","4",422.88,17,14982
"786","3","3","2","5",177.47,27,154791
"787","3","3","2","6",669.34,42,114629
"788","3","3","2","7",7167.41,574,2701880
"789","3","3","3","1",724.49,49,189534
"790","3","3","3","2",121.33,9,32584
"791","3","3","3","3",55.59,0,0
"792","3","3","3","4",275.9,7,40454
"793","3","3","3","5",162.92,17,33909
"794","3","3","3","6",576.1,21,55806
"795","3","3","3","7",6211.46,417,2183986
"796","3","3","4","1",679.01,38,197187
"797","3","3","4","2",119.96,13,62674
"798","3","3","4","3",69.04,2,2597
"799","3","3","4","4",173.48,11,46956
"800","3","3","4","5",155.48,8,45486
"801","3","3","4","6",468.53,19,75634
"802","3","3","4","7",5686.1,336,1593082
"803","3","3","5","1",946.01,50,199324
"804","3","3","5","2",172.42,12,27067
"805","3","3","5","3",104.52,4,34911
"806","3","3","5","4",188.53,4,33175
"807","3","3","5","5",209.61,9,81779
"808","3","3","5","6",515.69,17,77953
"809","3","3","5","7",6687.1,340,1551539
"810","3","3","6","1",1702.76,86,491502
"811","3","3","6","2",332.17,10,21654
"812","3","3","6","3",306.21,11,72861
"813","3","3","6","4",193.65,6,11444
"814","3","3","6","5",452.37,30,201310
"815","3","3","6","6",834.26,38,182641
"816","3","3","6","7",11223.9,517,2142838
"817","3","3","7","1",10469.92,325,1401833
"818","3","3","7","2",2071.24,68,353788
"819","3","3","7","3",2180.19,59,324185
"820","3","3","7","4",917.17,19,73569
"821","3","3","7","5",2435.19,86,468488
"822","3","3","7","6",4857.97,121,605098
"823","3","3","7","7",63261.02,2149,11002188
"824","3","4","1","1",1493.99,226,1107859
"825","3","4","1","2",131.48,14,103393
"826","3","4","1","3",88.79,8,112948
"827","3","4","1","4",774.1,39,121494
"828","3","4","1","5",372.41,66,369471
"829","3","4","1","6",1295.44,109,492597
"830","3","4","1","7",13787.5,1473,7314952
"831","3","4","2","1",1402.82,119,614064
"832","3","4","2","2",157.16,13,37643
"833","3","4","2","3",87.93,4,16203
"834","3","4","2","4",727.28,35,212362
"835","3","4","2","5",317.39,38,204612
"836","3","4","2","6",1299.16,65,566535
"837","3","4","2","7",12996.4,872,4491435
"838","3","4","3","1",1388.66,99,691234
"839","3","4","3","2",177.33,5,45982
"840","3","4","3","3",107.04,4,14953
"841","3","4","3","4",497.4,15,38416
"842","3","4","3","5",280.1,23,235331
"843","3","4","3","6",1084.19,46,166621
"844","3","4","3","7",11265.57,596,3472506
"845","3","4","4","1",1335.57,82,358249
"846","3","4","4","2",229.51,8,18246
"847","3","4","4","3",126.18,2,1916
"848","3","4","4","4",364.11,11,34707
"849","3","4","4","5",318.83,12,40334
"850","3","4","4","6",873.94,33,170727
"851","3","4","4","7",10008.08,461,2213433
"852","3","4","5","1",1685.23,82,547932
"853","3","4","5","2",323.48,15,38665
"854","3","4","5","3",223.59,5,16820
"855","3","4","5","4",349.22,3,6779
"856","3","4","5","5",390.21,15,161309
"857","3","4","5","6",986.77,31,230920
"858","3","4","5","7",11378.37,454,2249952
"859","3","4","6","1",3057.73,116,579356
"860","3","4","6","2",665.09,29,142262
"861","3","4","6","3",570.12,18,110476
"862","3","4","6","4",347.66,10,62709
"863","3","4","6","5",722.62,37,134350
"864","3","4","6","6",1508.43,41,206813
"865","3","4","6","7",19927.89,758,3937431
"866","3","4","7","1",21848.06,605,3502535
"867","3","4","7","2",4430.43,153,836130
"868","3","4","7","3",4695.14,91,528367
"869","3","4","7","4",1818.17,33,101358
"870","3","4","7","5",4808.39,127,850044
"871","3","4","7","6",10510.83,242,1174270
"872","3","4","7","7",127781.49,3522,19262635
"873","3","5","1","1",217.27,47,161646
"874","3","5","1","2",24.81,1,4656
"875","3","5","1","3",14.58,1,2810
"876","3","5","1","4",96.11,4,43315
"877","3","5","1","5",58.14,13,32595
"878","3","5","1","6",182.69,15,61055
"879","3","5","1","7",1979.48,257,1044775
"880","3","5","2","1",211.17,20,113635
"881","3","5","2","2",27.01,5,39053
"882","3","5","2","3",11.46,0,0
"883","3","5","2","4",89.19,4,23893
"884","3","5","2","5",58.24,10,24691
"885","3","5","2","6",208.24,12,29123
"886","3","5","2","7",2040.86,179,1052385.5
"887","3","5","3","1",231.22,23,64911
"888","3","5","3","2",32.05,1,2536
"889","3","5","3","3",14.51,2,1453
"890","3","5","3","4",56.66,3,5473
"891","3","5","3","5",48.09,7,8258
"892","3","5","3","6",175.31,7,16559
"893","3","5","3","7",1769.95,105,359768
"894","3","5","4","1",229.87,16,70312
"895","3","5","4","2",30.72,1,963
"896","3","5","4","3",17.05,1,2320
"897","3","5","4","4",35.98,1,2762
"898","3","5","4","5",51.82,4,37247
"899","3","5","4","6",151.72,7,16448
"900","3","5","4","7",1575.78,101,454397.75
"901","3","5","5","1",290.33,17,99863
"902","3","5","5","2",56.82,2,9871
"903","3","5","5","3",32.05,0,0
"904","3","5","5","4",41.54,0,0
"905","3","5","5","5",77.17,5,49022
"906","3","5","5","6",167.47,7,20196
"907","3","5","5","7",1983.04,124,808438.75
"908","3","5","6","1",608.43,29,81371
"909","3","5","6","2",128.85,8,16730
"910","3","5","6","3",96.56,3,13046
"911","3","5","6","4",43.29,1,390
"912","3","5","6","5",149.8,7,12686
"913","3","5","6","6",265.29,11,45599
"914","3","5","6","7",3648.52,184,894270
"915","3","5","7","1",3359.9,122,604369
"916","3","5","7","2",606.13,27,142803
"917","3","5","7","3",610.72,16,109950
"918","3","5","7","4",207.66,6,36294
"919","3","5","7","5",728.55,34,120719
"920","3","5","7","6",1353.85,50,293518
"921","3","5","7","7",17942.79,641,3243208.5
"922","3","6","1","1",572.91,85,404731
"923","3","6","1","2",44.41,2,2524
"924","3","6","1","3",23.13,1,5192
"925","3","6","1","4",197.5,8,46327
"926","3","6","1","5",138.07,19,118047
"927","3","6","1","6",444.98,50,355284
"928","3","6","1","7",4409.92,501,2613145
"929","3","6","2","1",503.2,51,272422
"930","3","6","2","2",54.76,3,7805
"931","3","6","2","3",20.94,0,0
"932","3","6","2","4",155.64,8,54065
"933","3","6","2","5",121.24,14,77633
"934","3","6","2","6",455.65,33,155704
"935","3","6","2","7",4112.54,291,1474836
"936","3","6","3","1",507.75,35,169303
"937","3","6","3","2",55.57,1,8610
"938","3","6","3","3",22.76,0,0
"939","3","6","3","4",106.79,3,6486
"940","3","6","3","5",104.27,7,18043
"941","3","6","3","6",372.07,10,53188
"942","3","6","3","7",3581.76,229,1020346
"943","3","6","4","1",455,23,67152
"944","3","6","4","2",70.27,3,6864
"945","3","6","4","3",28.52,0,0
"946","3","6","4","4",92.99,2,32158
"947","3","6","4","5",89.64,3,4864
"948","3","6","4","6",285.72,10,49974
"949","3","6","4","7",3059.63,146,658435
"950","3","6","5","1",518.47,21,118651
"951","3","6","5","2",96.83,4,9580
"952","3","6","5","3",58.16,1,3521
"953","3","6","5","4",77.26,0,0
"954","3","6","5","5",122.15,12,40820
"955","3","6","5","6",301.84,9,81184
"956","3","6","5","7",3446.3,155,807137
"957","3","6","6","1",992.33,44,278171
"958","3","6","6","2",209.98,6,71372
"959","3","6","6","3",165.79,4,55283
"960","3","6","6","4",80.16,4,10539
"961","3","6","6","5",247.97,11,86405
"962","3","6","6","6",546.95,24,80714
"963","3","6","6","7",6053.88,220,1146750
"964","3","6","7","1",6871.94,219,1148035
"965","3","6","7","2",1358.02,47,177092
"966","3","6","7","3",1305.97,25,142010
"967","3","6","7","4",417.82,9,19434
"968","3","6","7","5",1507.58,51,233769
"969","3","6","7","6",3172.45,55,321914
"970","3","6","7","7",37481.06,1115,6284080
"971","3","7","1","1",36.94,6,15613
"972","3","7","1","2",3.06,0,0
"973","3","7","1","3",2.02,0,0
"974","3","7","1","4",28.33,1,3005
"975","3","7","1","5",9.02,0,0
"976","3","7","1","6",20.84,4,5072
"977","3","7","1","7",348.45,26,157981
"978","3","7","2","1",33.57,3,6068
"979","3","7","2","2",9.92,0,0
"980","3","7","2","3",1.3,0,0
"981","3","7","2","4",22.69,1,1410
"982","3","7","2","5",10.46,2,33342
"983","3","7","2","6",24.96,1,4059
"984","3","7","2","7",357.78,15,145126
"985","3","7","3","1",35.15,1,2200
"986","3","7","3","2",8.06,0,0
"987","3","7","3","3",1.96,0,0
"988","3","7","3","4",18.8,1,1588
"989","3","7","3","5",5.05,0,0
"990","3","7","3","6",18.54,1,31442
"991","3","7","3","7",300.8,14,26291
"992","3","7","4","1",27.49,1,1329
"993","3","7","4","2",4.95,0,0
"994","3","7","4","3",2.11,0,0
"995","3","7","4","4",8.96,0,0
"996","3","7","4","5",6.14,1,1916
"997","3","7","4","6",17.98,0,0
"998","3","7","4","7",262.47,5,15880
"999","3","7","5","1",38.56,3,12590
"1000","3","7","5","2",10.75,0,0
"1001","3","7","5","3",3.11,0,0
"1002","3","7","5","4",8.92,0,0
"1003","3","7","5","5",4.96,0,0
"1004","3","7","5","6",17.21,0,0
"1005","3","7","5","7",275.93,8,11642
"1006","3","7","6","1",63.98,2,6574
"1007","3","7","6","2",16.87,4,7333
"1008","3","7","6","3",6.9,0,0
"1009","3","7","6","4",8.68,0,0
"1010","3","7","6","5",11.99,0,0
"1011","3","7","6","6",24.08,0,0
"1012","3","7","6","7",472.96,9,81464
"1013","3","7","7","1",420.95,7,16802
"1014","3","7","7","2",126.12,1,6020
"1015","3","7","7","3",39.14,1,1012
"1016","3","7","7","4",59.08,1,3580
"1017","3","7","7","5",81.78,3,3065
"1018","3","7","7","6",193.89,3,32827
"1019","3","7","7","7",2976.33,71,383194
"1020","4","1","1","1",213.38,53,244561
"1021","4","1","1","2",76.97,26,187544
"1022","4","1","1","3",60.42,8,18624
"1023","4","1","1","4",60.89,10,81052
"1024","4","1","1","5",53.3,10,52745
"1025","4","1","1","6",104.58,13,168471
"1026","4","1","1","7",2413.17,463,1959244
"1027","4","1","2","1",276.13,28,106668
"1028","4","1","2","2",73.41,14,30232
"1029","4","1","2","3",69.26,14,61941
"1030","4","1","2","4",73.29,5,66851
"1031","4","1","2","5",52.25,7,57304
"1032","4","1","2","6",139.64,9,59193
"1033","4","1","2","7",2528.18,300,1418990
"1034","4","1","3","1",299.1,36,196119
"1035","4","1","3","2",87.6,11,55966
"1036","4","1","3","3",67.91,6,13026
"1037","4","1","3","4",65.39,2,2186
"1038","4","1","3","5",60.44,8,23091
"1039","4","1","3","6",135.85,6,74018
"1040","4","1","3","7",2476.81,261,1282358
"1041","4","1","4","1",336.16,29,98220
"1042","4","1","4","2",119.03,9,61145
"1043","4","1","4","3",75.71,3,16285
"1044","4","1","4","4",44.78,0,0
"1045","4","1","4","5",69.52,11,67180
"1046","4","1","4","6",115.91,10,25912
"1047","4","1","4","7",2497.35,211,909201
"1048","4","1","5","1",480.43,41,129476
"1049","4","1","5","2",164.22,16,133759
"1050","4","1","5","3",123.44,7,48811
"1051","4","1","5","4",50.82,2,4868
"1052","4","1","5","5",102.56,3,13127
"1053","4","1","5","6",159.79,15,44864
"1054","4","1","5","7",3321.12,285,1146435
"1055","4","1","6","1",1110.72,84,399470
"1056","4","1","6","2",327.3,32,100742
"1057","4","1","6","3",300.23,47,234344
"1058","4","1","6","4",52.79,2,6842
"1059","4","1","6","5",209.45,23,67428
"1060","4","1","6","6",303.79,20,70487
"1061","4","1","6","7",6398.79,643,3204538
"1062","4","1","7","1",4918.02,236,1326307
"1063","4","1","7","2",1398.19,72,342421
"1064","4","1","7","3",2349.67,45,142660
"1065","4","1","7","4",252.36,15,25307
"1066","4","1","7","5",881.09,52,195295
"1067","4","1","7","6",1520.51,58,307753
"1068","4","1","7","7",28078.51,1533,6961895
"1069","4","2","1","1",230.25,30,169977
"1070","4","2","1","2",52.01,6,49480
"1071","4","2","1","3",42.02,6,19600
"1072","4","2","1","4",72.26,10,15713
"1073","4","2","1","5",63.55,10,45597
"1074","4","2","1","6",140.48,10,24925
"1075","4","2","1","7",2193.2,294,1236303
"1076","4","2","2","1",304.17,33,230024
"1077","4","2","2","2",74.05,9,25481
"1078","4","2","2","3",44.9,3,7212
"1079","4","2","2","4",74.01,1,700
"1080","4","2","2","5",71.95,7,12796
"1081","4","2","2","6",201.2,13,30337
"1082","4","2","2","7",2596.14,246,1092364
"1083","4","2","3","1",346.82,28,127469
"1084","4","2","3","2",74.87,13,71451
"1085","4","2","3","3",49.48,6,18584
"1086","4","2","3","4",67.62,4,11510
"1087","4","2","3","5",75.8,11,59922
"1088","4","2","3","6",211.42,12,52349
"1089","4","2","3","7",2687.22,229,1006377
"1090","4","2","4","1",398.7,30,121008
"1091","4","2","4","2",115.52,13,31036
"1092","4","2","4","3",61.44,5,15124
"1093","4","2","4","4",46.99,2,4809
"1094","4","2","4","5",81.79,9,79729
"1095","4","2","4","6",178.98,16,57389
"1096","4","2","4","7",2899.94,191,1003035
"1097","4","2","5","1",577.94,44,164565
"1098","4","2","5","2",186.56,17,37312
"1099","4","2","5","3",99.25,5,70395
"1100","4","2","5","4",37.92,2,3340
"1101","4","2","5","5",114.6,12,36371
"1102","4","2","5","6",231.48,8,12793
"1103","4","2","5","7",3947.82,259,1151448
"1104","4","2","6","1",1204.54,64,297189
"1105","4","2","6","2",348.05,20,87441
"1106","4","2","6","3",318.67,21,132964
"1107","4","2","6","4",59.64,2,2113
"1108","4","2","6","5",233.04,14,55184
"1109","4","2","6","6",401.81,21,79575
"1110","4","2","6","7",7575.26,498,2301450
"1111","4","2","7","1",6206.24,291,1529817
"1112","4","2","7","2",1778.53,97,442424
"1113","4","2","7","3",1574.59,60,408143
"1114","4","2","7","4",257.82,12,34524
"1115","4","2","7","5",1214.18,67,253711
"1116","4","2","7","6",1992.86,65,250177
"1117","4","2","7","7",35642.54,1583,8087237
"1118","4","3","1","1",252.96,35,165902
"1119","4","3","1","2",55.7,6,15001
"1120","4","3","1","3",42.39,5,19085
"1121","4","3","1","4",61.57,7,47058
"1122","4","3","1","5",76.42,18,103398
"1123","4","3","1","6",171.47,18,101601
"1124","4","3","1","7",2216.27,300,1304669
"1125","4","3","2","1",354.49,43,270211
"1126","4","3","2","2",56.21,7,45695
"1127","4","3","2","3",33.16,1,6939
"1128","4","3","2","4",72.74,5,12904
"1129","4","3","2","5",88.73,11,26769
"1130","4","3","2","6",257.15,19,67830
"1131","4","3","2","7",2773.36,242,1290344
"1132","4","3","3","1",388.74,25,131184
"1133","4","3","3","2",71.36,7,44201
"1134","4","3","3","3",38.48,1,4375
"1135","4","3","3","4",71.03,2,5964
"1136","4","3","3","5",86.96,11,42621
"1137","4","3","3","6",250.19,20,173266
"1138","4","3","3","7",2895.95,201,920468
"1139","4","3","4","1",449.5,29,195168
"1140","4","3","4","2",106.66,7,51072
"1141","4","3","4","3",50.85,3,34954
"1142","4","3","4","4",49.51,2,11339
"1143","4","3","4","5",93.52,3,4737
"1144","4","3","4","6",229.73,14,69250
"1145","4","3","4","7",2952.82,182,861198
"1146","4","3","5","1",623.39,41,164990
"1147","4","3","5","2",165.36,8,49197
"1148","4","3","5","3",107.24,6,9345
"1149","4","3","5","4",53.95,2,4256
"1150","4","3","5","5",115.89,13,33965
"1151","4","3","5","6",289.39,14,64812
"1152","4","3","5","7",3994.53,245,1167206
"1153","4","3","6","1",1211.8,55,204035
"1154","4","3","6","2",331.56,27,160170
"1155","4","3","6","3",244.41,21,112398
"1156","4","3","6","4",69.85,4,7558
"1157","4","3","6","5",285.97,13,72538
"1158","4","3","6","6",501.96,17,79132
"1159","4","3","6","7",7383.85,445,2461780
"1160","4","3","7","1",6637.23,243,1109910
"1161","4","3","7","2",1681.52,71,377529
"1162","4","3","7","3",1688.25,47,211505
"1163","4","3","7","4",319.83,6,49844
"1164","4","3","7","5",1402.18,55,204355
"1165","4","3","7","6",2650.35,76,436313
"1166","4","3","7","7",38831.29,1550,8324494
"1167","4","4","1","1",559.52,82,333333
"1168","4","4","1","2",79.18,9,83389
"1169","4","4","1","3",52.97,5,10472
"1170","4","4","1","4",139.86,4,13468
"1171","4","4","1","5",125.06,21,139195
"1172","4","4","1","6",395.86,34,101041
"1173","4","4","1","7",4265.52,484,2056493
"1174","4","4","2","1",759.38,75,461748
"1175","4","4","2","2",95.99,9,12058
"1176","4","4","2","3",61.91,2,10300
"1177","4","4","2","4",162.43,7,38966
"1178","4","4","2","5",171.4,17,79870
"1179","4","4","2","6",581.13,31,233888
"1180","4","4","2","7",5354.53,421,2232785
"1181","4","4","3","1",882.28,67,325944
"1182","4","4","3","2",140.89,6,22634
"1183","4","4","3","3",80.68,1,3416
"1184","4","4","3","4",120.58,3,70053
"1185","4","4","3","5",168.89,12,23087
"1186","4","4","3","6",566.4,24,143467
"1187","4","4","3","7",5475.07,341,1845396
"1188","4","4","4","1",930.38,53,294693
"1189","4","4","4","2",186.23,13,91535
"1190","4","4","4","3",103.32,2,12215
"1191","4","4","4","4",95.19,3,36777
"1192","4","4","4","5",202.06,16,71636
"1193","4","4","4","6",507.25,21,47506
"1194","4","4","4","7",5594.95,301,1640360
"1195","4","4","5","1",1240.15,72,441578
"1196","4","4","5","2",271.62,16,87667
"1197","4","4","5","3",229.54,14,83355
"1198","4","4","5","4",95.75,2,8741
"1199","4","4","5","5",262.73,18,44435
"1200","4","4","5","6",575.18,17,65613
"1201","4","4","5","7",7688.7,348,2066379
"1202","4","4","6","1",2278.6,101,444371
"1203","4","4","6","2",587.8,31,122651
"1204","4","4","6","3",504.36,14,103196
"1205","4","4","6","4",124.82,2,31519
"1206","4","4","6","5",520.21,26,116043
"1207","4","4","6","6",969.68,40,193661
"1208","4","4","6","7",14176.62,653,3422344
"1209","4","4","7","1",14598.67,444,2526990
"1210","4","4","7","2",3769.94,118,775364
"1211","4","4","7","3",3657.95,104,731869
"1212","4","4","7","4",639.63,8,13695
"1213","4","4","7","5",3018.7,95,485071
"1214","4","4","7","6",6256.55,150,730785
"1215","4","4","7","7",84665.15,2718,14261028
"1216","4","5","1","1",66.18,11,86991
"1217","4","5","1","2",12.2,2,4206
"1218","4","5","1","3",10.46,0,0
"1219","4","5","1","4",12.55,1,31442
"1220","4","5","1","5",16.22,1,617
"1221","4","5","1","6",45.16,1,1606
"1222","4","5","1","7",600.57,86,297559
"1223","4","5","2","1",95.88,4,40620
"1224","4","5","2","2",14.67,1,1234
"1225","4","5","2","3",9.1,0,0
"1226","4","5","2","4",14.04,0,0
"1227","4","5","2","5",23.38,5,10834
"1228","4","5","2","6",64.73,6,80041
"1229","4","5","2","7",705,66,251890
"1230","4","5","3","1",106.06,9,52060
"1231","4","5","3","2",25.79,3,5523
"1232","4","5","3","3",12.55,1,901
"1233","4","5","3","4",12.61,1,2693
"1234","4","5","3","5",28.41,1,1300
"1235","4","5","3","6",69.25,4,10121
"1236","4","5","3","7",727.67,44,270042
"1237","4","5","4","1",122.77,6,40268
"1238","4","5","4","2",28.66,1,1100
"1239","4","5","4","3",18.5,1,1855
"1240","4","5","4","4",10,0,0
"1241","4","5","4","5",29.15,0,0
"1242","4","5","4","6",71.37,4,11034
"1243","4","5","4","7",774.63,47,293039.75
"1244","4","5","5","1",186.4,6,97634
"1245","4","5","5","2",39.3,2,32030
"1246","4","5","5","3",31.63,2,6342
"1247","4","5","5","4",5.84,0,0
"1248","4","5","5","5",33.94,5,13825
"1249","4","5","5","6",88.3,2,32833
"1250","4","5","5","7",1083.7,61,312144.5
"1251","4","5","6","1",359.83,15,218411
"1252","4","5","6","2",79.26,10,50649
"1253","4","5","6","3",73.62,5,8906
"1254","4","5","6","4",13.33,0,0
"1255","4","5","6","5",83.2,6,49166
"1256","4","5","6","6",138.19,4,18433
"1257","4","5","6","7",2076.25,94,337528.5
"1258","4","5","7","1",1855.3,65,358790
"1259","4","5","7","2",457.25,25,217118
"1260","4","5","7","3",442.87,16,74000
"1261","4","5","7","4",61.12,2,3887
"1262","4","5","7","5",367.21,21,109371
"1263","4","5","7","6",633.37,19,145079
"1264","4","5","7","7",10184.19,423,2141030.25
"1265","4","6","1","1",187.75,35,171592
"1266","4","6","1","2",24.04,4,15092
"1267","4","6","1","3",13.61,2,32158
"1268","4","6","1","4",33.47,1,4487
"1269","4","6","1","5",41.84,8,13586
"1270","4","6","1","6",136.14,19,42561
"1271","4","6","1","7",1285.21,145,725324
"1272","4","6","2","1",259.57,30,142441
"1273","4","6","2","2",29.78,1,2640
"1274","4","6","2","3",16.41,0,0
"1275","4","6","2","4",37.07,1,9869
"1276","4","6","2","5",58.8,4,11865
"1277","4","6","2","6",209.75,8,80833
"1278","4","6","2","7",1701.76,133,497338
"1279","4","6","3","1",299.91,19,169849
"1280","4","6","3","2",28.45,0,0
"1281","4","6","3","3",22.83,0,0
"1282","4","6","3","4",30.88,0,0
"1283","4","6","3","5",54.01,4,4943
"1284","4","6","3","6",181.06,11,42891
"1285","4","6","3","7",1717.22,95,406938
"1286","4","6","4","1",300.59,17,117401
"1287","4","6","4","2",44.31,5,12173
"1288","4","6","4","3",28,0,0
"1289","4","6","4","4",19.33,0,0
"1290","4","6","4","5",53.55,3,5949
"1291","4","6","4","6",163.02,7,25358
"1292","4","6","4","7",1682.86,87,492167
"1293","4","6","5","1",385.54,16,110578
"1294","4","6","5","2",84.29,6,13624
"1295","4","6","5","3",64.25,1,1518
"1296","4","6","5","4",23.74,0,0
"1297","4","6","5","5",78.56,6,20737
"1298","4","6","5","6",198.91,7,20881
"1299","4","6","5","7",2147.7,117,671748
"1300","4","6","6","1",772.69,32,120917
"1301","4","6","6","2",188.97,11,69871
"1302","4","6","6","3",141.34,4,49093
"1303","4","6","6","4",35.49,0,0
"1304","4","6","6","5",160.82,7,53193
"1305","4","6","6","6",328.78,17,79488
"1306","4","6","6","7",4148.21,179,1053318
"1307","4","6","7","1",4739.07,156,1031429
"1308","4","6","7","2",1134.37,45,235652
"1309","4","6","7","3",1078.25,32,168555
"1310","4","6","7","4",151.43,2,5982
"1311","4","6","7","5",971.01,35,95823
"1312","4","6","7","6",1928.14,45,368238
"1313","4","6","7","7",24775.12,861,4584081
"1314","4","7","1","1",3.39,1,303
"1315","4","7","1","2",2.34,0,0
"1316","4","7","1","3",0.8,0,0
"1317","4","7","1","4",2.49,0,0
"1318","4","7","1","5",1.34,1,906
"1319","4","7","1","6",8.71,0,0
"1320","4","7","1","7",80.35,6,66711
"1321","4","7","2","1",19.19,0,0
"1322","4","7","2","2",3.27,0,0
"1323","4","7","2","3",0.38,0,0
"1324","4","7","2","4",5.71,1,31442
"1325","4","7","2","5",4.12,1,31442
"1326","4","7","2","6",10.07,0,0
"1327","4","7","2","7",116.18,10,33310
"1328","4","7","3","1",15.14,1,1441
"1329","4","7","3","2",4.09,0,0
"1330","4","7","3","3",0.9,0,0
"1331","4","7","3","4",1.06,0,0
"1332","4","7","3","5",2.02,0,0
"1333","4","7","3","6",6.7,0,0
"1334","4","7","3","7",107.52,8,14449
"1335","4","7","4","1",14.41,0,0
"1336","4","7","4","2",1.92,1,794
"1337","4","7","4","3",0.96,0,0
"1338","4","7","4","4",1.16,0,0
"1339","4","7","4","5",3.85,0,0
"1340","4","7","4","6",5.92,0,0
"1341","4","7","4","7",114.96,8,53095
"1342","4","7","5","1",14.35,0,0
"1343","4","7","5","2",4.57,0,0
"1344","4","7","5","3",3.34,0,0
"1345","4","7","5","4",3.56,0,0
"1346","4","7","5","5",7.44,0,0
"1347","4","7","5","6",13.81,0,0
"1348","4","7","5","7",152.29,7,49986
"1349","4","7","6","1",31.22,2,4738
"1350","4","7","6","2",14.4,0,0
"1351","4","7","6","3",4.81,0,0
"1352","4","7","6","4",6.03,0,0
"1353","4","7","6","5",4.25,2,2063
"1354","4","7","6","6",13.08,1,1769
"1355","4","7","6","7",308.93,10,22382
"1356","4","7","7","1",288.36,12,41206
"1357","4","7","7","2",84.68,1,1200
"1358","4","7","7","3",29.99,1,31442
"1359","4","7","7","4",19.07,1,3608
"1360","4","7","7","5",37.96,1,1455
"1361","4","7","7","6",113.33,2,7618
"1362","4","7","7","7",1796.07,59,261913
"1363","5","1","1","1",49.31,11,23218
"1364","5","1","1","2",22.93,6,14940
"1365","5","1","1","3",34.01,9,101091
"1366","5","1","1","4",6.08,0,0
"1367","5","1","1","5",17.77,4,4164
